,idf1,idp,idr,recall,precision,num_unique_objects,mostly_tracked,partially_tracked,mostly_lost,num_false_positives,num_misses,num_switches,num_fragmentations,mota,motp,num_transfer,num_ascend,num_migrate
0,0.527783155856728,0.2745216515609265,0.9659815733522324,0.83723127805339,0.31468655656188954,1,1,0,0,7718,689,3100,461,-1.7184030238601467,0.23955732483578404,0,115,0
1,0.742637768490621,0.3777437215740558,1.0008732480461076,0.815962974282845,0.4812649687105663,1,1,0,0,20143,4215,18054,1032,-0.8518098065755577,0.22928240226851704,0,226,0
2,0.6206993006993007,0.3507191401928244,0.7824400564174894,0.8085331452750353,0.5315252665739453,1,1,0,0,2021,543,1646,354,-0.4844851904090268,0.21239273252993363,0,131,0
3,0.9641444766675454,0.5179153094462541,0.94593895499224,0.7503879979306777,0.7798387096774193,1,0,1,0,819,965,2449,458,-0.09493016037247792,0.24793688064510047,0,56,0
4,0.6391421600102736,0.33357908847184986,0.9516252390057361,0.8552581261950287,0.4324245939675174,1,1,0,0,5871,757,4026,388,-1.037093690248566,0.21876360260168357,0,123,0
5,0.8797353705599747,0.4734254471475799,0.9723189415041783,0.8459261838440112,0.6988350352365885,1,1,0,0,2094,885,4039,568,-0.2217966573816157,0.18739368600356415,0,65,0
6,0.3137598597721297,0.16735228122662676,0.777922642329422,0.7948717948717948,0.20079042705017017,1,0,1,0,7280,472,1330,281,-2.946979574098218,0.2520330094795229,0,135,0
